image,prompts,num_masks,num_boxes,avg_conf,max_conf,min_conf,total_mask_area_ratio,largest_mask_area_ratio,output_image
0004.960.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,6,6,0.898193359375,0.9580078125,0.81982421875,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0004.960_sam3_text.jpg
0005.080.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,8,8,0.72039794921875,0.939453125,0.51904296875,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0005.080_sam3_text.jpg
0005.130.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,6,6,0.7799479166666666,0.8798828125,0.501953125,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0005.130_sam3_text.jpg
0005.240.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,7,7,0.6050502232142857,0.728515625,0.5078125,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0005.240_sam3_text.jpg
0005.750.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,10,10,0.808544921875,0.9091796875,0.6435546875,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0005.750_sam3_text.jpg
0005.770.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,25,25,0.62568359375,0.8564453125,0.5048828125,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0005.770_sam3_text.jpg
0005.860.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,15,15,0.6748697916666667,0.87451171875,0.5224609375,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0005.860_sam3_text.jpg
0006.190.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,40,40,0.62607421875,0.8583984375,0.50341796875,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0006.190_sam3_text.jpg
0006.510.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,39,39,0.6756936097756411,0.90625,0.50048828125,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0006.510_sam3_text.jpg
0006.960.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,24,24,0.6643880208333334,0.8671875,0.52197265625,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0006.960_sam3_text.jpg
0007.290.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,27,27,0.6716760706018519,0.9375,0.52001953125,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0007.290_sam3_text.jpg
0008.040.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,12,12,0.803466796875,0.93994140625,0.5380859375,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0008.040_sam3_text.jpg
0008.240.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,28,28,0.6912667410714286,0.8642578125,0.5048828125,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0008.240_sam3_text.jpg
0008.340.jpg,concrete barrier | road barrier | jersey barrier | median barrier | guardrail | roadside guardrail,17,17,0.7099322150735294,0.93505859375,0.51025390625,0.0,0.0,D:\MSc Construction Management\road_cv\outputs\sam3_text_guardrail\0008.340_sam3_text.jpg
